ID	Name	WP	Activity Name	Start Month	End Month/ Planned End Date	Activity Status	Collaborating WPs	Supporting WPs	Linked Activities	Linked to All	Activity Category	Activity description	Research questions	Research Question type	Research Question type 2	Methodology	Methodology category	Data Types and Procurement	Collected	Generated	Data Procurement Method	Data Usage	PDCA Cycle	End Users	Water producers	Researchers	Water users	Contributions to Theory and Practice	THEORY	PRACTICE	Contribution to DU	Technology platforms	Policy Support and Guidance	Dissemination and Collaboration	Specific Disciplinary perspectives	Discipline	Single/Inter/Trans-disciplinary	Level of Engagement	Transdisciplinary perspectives	Thematic	Methodological	Fields of Scientific Contribution	IW Aims and Objectives	Contributions to IW aims and objectives
27	Roberta	8	Tŷ Mawr Wybrnant Pico Hydropower Demonstration  Site Launch	39	39	Completed	1	"2,3,4,5,6,7"	"2,8,26,31, 28"		Event	"Official opening of the demonstration site in Tŷ Mawr Wybrnant, Wales (UK) on 21/11/19. The event was about demonstrating a novel technology such as the application of a pump-as-turbine to produce energy from a small stream running along the land, property of the National Trust Wales. The energy produced is used within Ty Mwr to power a dehumidifying system that preserves the first Welsh-translated bible from beign damaged by the dampness. Associated information board remains as a legacy of the project communicting key features to visitors. "	How is new actionable knowledge generated and accumulated during green process innovation? How does social mission emerge from sustainability-oriented process innovation?	How		Case study	Case Study	"Data collected included: project documentation, in-depth interviews with stakeholders (including researchers and practitioners), and observations and reflection notes. Project documentation captured the information from regular project newsletters, website information and meeting minutes from October 2015 to December 2019. In total, there were seven editions of the newsletter, 52 website posts and 13 sets of project meeting minutes. !2 interviews were carried out and included open-ended questions on 3 themes: (1) stakeholders� views on green innovation and sustainability, (2) challenges encountered in the process, and (3) solutions and resources. Observation and reflection notes were taken at multiple stages of the green innovation process, demonstration site launch events and project conferences.   "	TRUE	TRUE	Intervention	"All data collected were read and coded iteratively. Project documentation and supplementary notes were used to map different stages of collaborative prototyping. The interview data offered detailed learning reflection and actions undertaken by stakeholders. Later, the analysis merged the findings from all data collected in order to identify actionable knowledge derived and accumulated during the green process innovation process. Observation and reflection notes were used to supplement the data analysis. "	Do	Water-energy sector stakeholders; visitors; NTW staff; universities and research centres; policy makers and local authorities	TRUE	TRUE	TRUE	"Theory: Theoretical framework of green process innovation updated to a cyclic process. In addition, using an institutional framework of two case studies (BGWS and TMW) it has been demonstrated that a social mission can emerge from sustainability-driven innovation . Practice: Learning from the first demonstration site was applied to the second one; important to involve all stakeholders throughout the process. Sustainability-driven innovation should consider both environmental and social impacts."	TRUE	TRUE	This contributes to the introduction of the focus and objectives of the project to the stakeholders. Critical initial intervention.	FALSE	FALSE	TRUE	This work fits in the Netwrok Action Learning (Management) disciplinary perspective	Management	Transdisciplinary	Share advice	Establishing a 'climate' for innovation at the launch event was central to encouraging stakeholders to collaborate in subsequent activities. Thematic: climate for innovation. Methodological: using NAL.	TRUE	TRUE	Action learning research in the water sector	Cross-border additionality	Promote innovation across borders in the water sector; establishment of a SSC to accelerate adoption of innovation. 
28	Roberta	8	Establishment of a Smart Specialisation Cluster and Water-Energy Network	1	78	In Progress	"1,2,3,4,5,6,7"		"29,27,26 "		Project	"The SSC and Water-Energy Network aim to facilitate dissemination of information and technology, and collaboration within the network of participating enterprises. The smart specialisation cluster comprises key actors in the sector in Ireland and Wales, supplemented by outside expertise where appropriate. In the context of the Dŵr Uisce project, the smart specialisation cluster can be seen as a learning network of enterprises."	"How to generate, capture and deploy learning in a smart specialisation cluster in a large network; How can a smart specialisation cluster be created to enable the development of integrated low-carbon and smart energy innovations for the water sector?; How to apply knowledge integration strategies in a smart specialization cluster made up of a large network of organizations;  How does a smart specialisation cluster or network of collaborating partners form"	How		ALR approach applied to the dŵr Uisce project (case study): based upon a set of interventions and the monitoring of the results obtained in order to evaluate the adequacy of the design.	Case Study	Data were both generated and collated at a numbers of interventions designed to facilitate netwrok action learning	TRUE	TRUE	Intervention	"The data and information was used to demonstrate learning took place and what learning mechanisms applied, as well as what additional knowledge was created and emerged durng the interventions."	Check	Water-energy sector stakeholders; universities and research centres; policy makers and local authorities	TRUE	TRUE	TRUE	"Theory: contribution to NAL research about how a network forms, interacts and wroks together to innovate. Practice: Use of disciplined action learning to understand how the cluster builds and becomes a network of stakeholders sharing knowledge and collaborating. Learning can be generated and captured in smart specialisation clusters of a large network and could then be deployed to plan and coordinate cluster activities relevant to the enterprises in terms of discovering and utilizing new technologies. Useful for managers with responsibilities for the long-term sustainability of water supply, treatment and end-use"	TRUE	TRUE	This contributes to the estabilishment of the Water-Energy Network and Smart specialisation Cluster	FALSE	FALSE	TRUE	This work fits into Network Action Learning	Management	Transdisciplinary	Co-create	Involving different stakeholders and allowing them to learn from each other and contribute to the outcome of the research project is at the core of a transdisciplinary approach. It demonstrated in practice an approach (NAL) to achieve it. 	TRUE	TRUE	Action learning research in the water sector	Result-based approach	Promote innovation across borders in the water sector; establishment of a SSC to accelerate adoption of innovation. 
29	Roberta	8	Communication activities:  project website; newsletters; Social media: Twitter;Youtube; LinkedIn	1	78	In Progress	"1,2,3,4,5,6,7"		28		Communication	Tools for dissemination and for translating research into ordinary speak.	How can we communicate with a smart specialisation cluster to enable the awareness and development of integrated low-carbon and smart energy innovations for the water sector? How is new actionable knowledge communicated during green process innovation? 	How		ALR method: research approach/method based upon a set of interventions and the monitoring of the results obtained in order to evaluate the adequacy of the design; Case-study based research design	Case Study	Analytics data on the different communication channels  webpages were used to asess the level of engagement and to quantify the coverge of the launch of the demonstration sites. Data gathered in terms of: newsletter subscribers; Twitter/Linkedin followers; Coverage of the the demo site launch event in the News update section on the website and Twitter posts was also collated; interacted with team members to translate technical details into generally accessible narratives. 	TRUE	TRUE	Intervention	"Data were presented in two conference papers. In addtion, these data are reported to the funding agencies on a regular basis and are used by the dŵr Uisce team to monitor the level of engagement with the project on the different platforms. Data generated from interactions with team members is used for dissemination and outreach. "	Act (Change)	Smart Specialisation Cluster (SSC) members; general public. Funding agencies.	TRUE	TRUE	TRUE	"Contribution to ALR theory: specialised learning includes scientific, engineering and organisational knowledge which is not imposed but emerges from the interaction among the cluster members. Practice: Use of disciplined action learning to understand how the cluster builds and becomes a network of stakeholders sharing knowledge and collaborating"	TRUE	TRUE	"The different communication tools and platforms support the achievement of one of  dŵr Uisce's aims: facilitating knowledge transfer, dissemination and communication of our research agenda"	FALSE	FALSE	TRUE	This work fits into Network Action Learning	Management	Interdisciplinary	Inform	Enables synthesis and communcation of complex ideas and achievements simply. 	TRUE	TRUE	"Education, Outreach and Engagement"	Cross-border additionality	This work contributes to enable cross-border learning and sharing of experience
30	Roberta	8	Sustainability Webinar Series	54	78	In Progress	"2,4,5,6,7"		"6,14,20, 35, 29, 28"		Event	"A series of free sustainability webinars to present the findings, challenges and practical solutions to improving energy efficiency in the water sector. "	"What are the roles of different stakeholders engagement activities at different project stages (start- running-post)? how do they impact on the cluster formation, growth, maturity and sustainablity?"	What	How	Case- study	Case Study	Number of participants; number of organisations the participants belong to; number of new organisations getting involved in dŵr Usice; number of participants attending more than one event. Questions and comments to each speaker. Feedback from participants. 	TRUE	TRUE	Intervention	"Participant analysis; SSC growth. Feedback will be used to design other events in the future. Questions and comments can be used in a qualitative piece of research based on content analysis, in which they can be grouped based on the type of question or comment, key words, etc."	Act (Change)	SSC members; stakeholders; members of the general public. dŵr Uisce team members	TRUE	TRUE	TRUE	The webinars contribute to the science communiction theory; they contribute to practice as ways to share project findings and modes to do that for a non-academic audience	TRUE	TRUE	"Contribution to Dissemination and Collaboration: Interventions like on-line workshops have demonstrated to engage the cluster, foster knowledge sharing, promote further collaborations; consolidate the exisitng network and expand it; validate the project research agenda. Help team memebres to develop their skills in presenting their work to a non-academic audience"	FALSE	FALSE	TRUE	"Each webinar was focused on the specific discipline presented and so represent a way to disseminate progress on the research topic, share fingings and output and receive feedback and comments."	Management	Interdisciplinary	Consult	"Outreach, engagement and education for industry practitioners; those events allowed us to gather their perspectives, comments, feedback and questions on the research topics presented. From the positve feedback received our agenda was validated"	TRUE	TRUE	"Education, Outreach and Engagement"	Cross-border additionality	This work contributes to  the development of a cross-border smart specialisation cluster as well as to enable cross-border learning and sharing of experience
31	Szu-Hsin	8	Launch of Blackstairs Demonstration site	33	33	Completed	1	"2,3,4,5,6,7"	"1, 27, 28, 29"		Event	"Official opening of the demonstration site in Blackstairs (Co. Wexford, Ireland) on 02/05/19. The event was about demonstrating a novel technology such as the application of a pump-as-turbine to recover energy in a water supply network managed by a Group water Scheme. The event was used as an intervention to elict knowledge sharing, feedback and dissemination of the idea, in order to accelerate adoption of the technological solution by other suitable water network operators. Associated information board remains as a legacy of the project communicting key features to visitors. "	How is new actionable knowledge generated and accumulated during green process innovation? How does social mission emerge from sustainability-oriented process innovation?	How		Case study	Case Study	"Data included project documentation, in-depth interviews with stakeholders (including researchers and practitioners), and observations and reflection notes. Data from three sources was accessed and generated: key informant interviews, documented discussions and organisational documentation"	TRUE	TRUE	Intervention	"The data collected were compared and contrasted within and between cases. The overall analytic process consists of deducing, inducing and matching patterns"	Check		TRUE	TRUE	TRUE	Theory: Theoretical framework of green process innovation updated to a cyclic process. Practice: Learning from the first demonstration site was applied to the second one; important to involve all stakeholders throughout the process	TRUE	TRUE	It contributes to better understanding of how to design and plan for demonstration sites.	TRUE	TRUE	TRUE	It fits into NAL research 	Management	Transdisciplinary	Co-create	Establishing a 'climate' for innovation at the launch event was central to encouraging stakeholders to collaborate in subsequent activities. Thematic: climate for innovation. Social mission emerging from a green innovation applied to real life. Methodological: using NAL.	TRUE	TRUE	Action learning research in the water sector	Cross-border additionality	
32	Roberta 	8	NTW staff engagement and training about the heat recovery system and Penrhyn	62	78	In Progress	2		"13, 33,28"		Communication	We are planning to deliver a short training to staff from NTW to raise awarenss of the installed heat recovery system	How can we enable NTW staff to communicate the significance of teh installed system to guides and visitors. 	How			Case Study	"Emails, pictures, technical details of systems, monitoing data"	TRUE	TRUE	Field work	Planning the training course	Plan	NTW staff and visitors	TRUE	TRUE	TRUE	Demonstration of an innovative response to an SDG challenge 	TRUE	TRUE	"This work contributes to the objective of demonstrating and disseminating the technological solutions, promote a faster uptae of the innovations and foster the sustainability of the demonstration sites after project ends."	TRUE	TRUE	TRUE	Science outreach - demonstrating and informing	Management			Collaborative translation of the research into a series of communications accessible to the public	TRUE	TRUE	"Education, Outreach and Engagement"	Cross-border additionality	It contributes to the growth and maintenance of the cluster; to incresing visibility of the demonstration sites and support uptake of the innovation technologies
33	Roberta 	8	Visitors engagement with Penrhyn Castle Heat recovery system	62	78	In Progress	2		"13,32, 28"		Communication	We developed information boards to share the details of the DWHR system as well as raising awareness of the climate action potential of the system	"How can we gather, visualise, and locate information for visitors on the installed heat recovery system?"	How			Case Study	"Emails, pictures, NTW house style, locations, technical details of systems, monitoing data"	TRUE	TRUE	Field work	Planning the information boards 	Plan	NTW staff and visitors	TRUE	TRUE	TRUE	Communication and dissemination of characteristics and experience of an innovative response to an SDG challenge	TRUE	TRUE	"This work contributes to the objective of demonstrating and disseminating the technological solutions, promote a faster uptae of the innovations and foster the sustainability of the demonstration sites after project ends."	TRUE	TRUE	TRUE	Science outreach - demonstrating and informing	Management			Collaborative outreach and communication of research to the public	TRUE	TRUE	"Education, Outreach and Engagement"	Cross-border additionality	It contributes to the growth and maintenance of the cluster; to incresing visibility of the demonstration sites and support uptake of the innovation technologies
34	Katrin	8	All DU activities: technological solutions; energy and environmental audits and assessments; climate change impact assessment; action learning activities and communication methods	1	52	Completed	"1,2,3,4,5,6,7"			Y	Publication	"The project aims to improve the long-term sustainability of water supply, treatment and end-use in Ireland and Wales. This improvement is to be achieved through the development of new innovative technology platforms, undertaking economic and environmental impact assessments, and developing policy and best practice guidelines to facilitate the implementation of integrated low-carbon and smart energy solutions. The scope of Dŵr Uisce covers three themes: Technology Platforms; Policy Support and Guidance; and, Dissemination and Collaboration."	"How can collaboration between academic researchers and practitioners, with their respective dual concerns and orientations towards knowledge production, enable them to work together in transdisciplinary networks to generate knowledge in the context of application? � How is learning directed, developed and deployed in these project networks? � What roles are played by key actors in the design and implementation of the research process?"	How	What	Reflection on  5 case studies of EU funded projects as inter-organizational learning networks within which Mode 2 knowledge production is undertaken through network action learning	Case Study	Details of dŵr Uisce project in terms of Mode 2 learning production: Knowledge is generated in the context of application; knowledge production is transdisciplinary; Knowledge production is reflective; research is heterogeneous and works with organisational diversity; 	TRUE	FALSE	Desk study	To compare the project with other 4 projects in terms of Mode 2 Knowledge production	Act (Change)	"Researchers, funding agencies and those exploiting and building upon the resulting research"	TRUE	TRUE	TRUE	"Theory: Link between  network action learning and Mode 2 knowledge production. Framework with 3 hypotheses.  These hypotheses aim to facilitate the framing and realization of applied research objectives, co-development in networks and contribution of deep transdisciplinary and actionable knowledge, both across disciplinary boundaries and in the wider community. Practice: Hypotheses are guidance for those who implement such projects, those who approve and provide funding, and those who exploit and build upon the resulting research"	TRUE	TRUE	"It contributes to the framing of network action learning research that is used as an approach to knowledge production, sharing and transfer"	TRUE	TRUE	TRUE	dŵr Uisce is an example of linking NAL and Mode 2 knowledge production	Management	Interdisciplinary	Inform	Multi and interdisciplinarity in a project are necessary but not sufficient to lead to transdisciplinarity. You need intervention fostering knowledge co-production across stakeholders involved	FALSE	TRUE	Action learning research in the water sector	Cross-border additionality	It contributes to the growth and maintenance of the cluster; to incresing visibility of the demonstration sites and support uptake of the innovation technologies
35	Nilki	3	EPANET workshop for NFGWS	63	63	Completed		8	30		Event	"In person workshop to present the software EPANET to members of the Group Water Schemes and to illustrate the features, possibilities and some potential applications to manage their networks"		How			Case Study	Feedback forms from participants	TRUE	FALSE	Intervention		Check	Scheme managers 	TRUE	FALSE	FALSE		FALSE	TRUE	It contributes to the expansion of the cluster; knowledges sharing and adoption of technological solutions	FALSE 	FALSE 	TRUE	Science outreach - demonstrating and informing	Management			Collaborative outreach and communication of research to the public	TRUE	TRUE	"Education, Outreach and Engagement"	Cross-border additionality	It contributes to the growth and maintenance of the cluster; to incresing visibility of the demonstration sites and support uptake of the innovation technologies
36	Aisha	6	Improving water-related energy efficiency in wet leisure centres in Denbighshire County Council (DCC). 	30	42	Completed			38		Project	Assessing the water-energy efficiency of wet leisure centre stock of a local authority in North Wales. 	How can Local Authority-run leisure centres contribute to ambitious net-zero targets in support of carbon emergency declarations through water-energy use efficiency?	How		Auditing and benchmarking of water-related energy use.	Assessment	"Site visits, interviews, audits, and desk study. "	TRUE	TRUE	Operation	"To audit and benchmark centres, and to allow for comparison with other centres and provide recommendations for interventions on water-energy efficiency. "	Act (Change)	"Leisure centre managers, local authorities, pool operators, pool industry, water companies, built-environment researcher. "	TRUE	TRUE	TRUE		TRUE	TRUE	This activity contributed to NFS as well as to knowledge sharing and dissemination. 	FALSE 	TRUE	TRUE	"This work fits into auditing, benchmarking, and policy and best practice from an engineering, environmental, and economic perspective. "	Environmental Sciences	Interdisciplinary	Share advice	"Working with practitioners and operators to improve operational gudelines, costs, and carbon footprint whilst maintaining minimum operational standards of hygiene, health and safety, and comfort. "	TRUE	TRUE	Benchmarking in the water sector	Cross-border additionality	Demonstrates the potential of different types of intervention on emissions and costs reductions from water-energy use efficiency. 
37	Aisha	6	Expert panel discussion on heat recovery potential of leisure centres.  	54	54	Completed		8	"30, 36, 38,39"		Event	"A panel discussion of experts working in different areas of leisure centre design, development, operation, and management that discussed the potential for existing leisure centres to adopt heat recovery as a means of emissions reductions and costs savings, particularly with respect to Covid-19 and net-zero targets and ambitions. "	What are the energy demands in leisure centres and the important contributions to emissions and cost reductions that can be made through heat recovery?	What		Expert panel discussion on heat recovery in lesiure centres. 	Assessment	Expert panel discussion.	FALSE	TRUE	Intervention	The knowlegde generated from the discussion informed future direction of work on leisure centres and outputs. 	Plan	"Leisure centre managers, local authorities, pool operators, pool industry, water companies, built-environment researcher. "	TRUE	TRUE	TRUE		TRUE	TRUE	This activity contributed to NFS as well as to knowledge gathering and dissemination.	FALSE 	TRUE	TRUE	"This work fits into auditing, benchmarking, and policy and best practice from an engineering, environmental, and economic perspective. "	Environmental Sciences	Transdisciplinary	Co-create	"Working with a diverse range of experts to discuss a range of questions and some of the current opportunities, challenges, and risks associated with installing heat recovery in leisure centres in order to promote resource conversation and ideas on how leisure centres can take climate action and also save costs and improve environmental footprint in the process. "	TRUE	TRUE	Benchmarking in the water sector	Cross-border additionality	Discussed the many opportunities for heat recovery as an emissions and cost reduction intervention in leisure centres. 
38	Aisha	6	Heat recovery potential of leisure centres (Calon Tysul leisure centre - Ceredigion). 	43	78	In Progress			"36, 37, 39"		Project	Assessing and quantifying the whole building potential (NZEB) of a community-run rural leisure centre in mid-Wales: case study.	How can community-operated leisure centres operate an NZEB business?	How		"Auditing and benchmarking of water-related energy use in a small, rural community-owned and -operated leisure centre."	Case Study	"Interviews, virtual audit, desk study. "	TRUE	TRUE	Intervention	Auditing and benchmarking of leisure centre and recommendation for interventions for water-energy efficiency.	Act (Change)	"Leisure centre managers, local authorities, pool operators, pool industry, water companies, built-environment researcher. "	TRUE	TRUE	TRUE		TRUE	TRUE	This activity contributed to NFS as well as to knowledge gathering and dissemination.	FALSE	TRUE	TRUE	"This work fits into auditing, benchmarking, and policy and best practice from an engineering, environmental, and economic perspective. "	Environmental Sciences	Interdisciplinary	Share advice		TRUE	TRUE	Benchmarking in the water sector	Result-based approach	"Demonstrates the extent to which a wet leisure centre can reduce energy use, emissions, and costs; and improve operational efficiency and carbonfootprint through water-related energy efficiency."
39	Aisha	6	Water-energy efficiency of commercial swimming pools (6 x Welsh leisure centres in collaboration with Pool Sentry). 	43	70	Completed			"36,37, 38"		Project	"Monitoring, assessment and quantification of the water-energy use efficiency and management on resource use, carbon footprint, and water quality of existing swimming pools in North Wales."	What are the trade-offs between water efficiency and water quality with respect to energy efficiency?	What		"Monitoring water, energy, and chemical nexus in wet leisure centres to improve operational efficiency and costs. "	Monitoring	"Site visits, intallations, realtime data logging, desk study. "	TRUE	TRUE	Field work	Data collected to explore improvements in resource and operational efficiency in leisure centres.	Act (Change)	"Leisure centre managers, local authorities, pool operators, pool industry, water companies, built-environment researcher. "	TRUE	TRUE	TRUE		TRUE	TRUE	This activity contributed to NFS as well as to knowledge gathering and dissemination.	FALSE	TRUE	TRUE	"This work fits into auditing, benchmarking, and policy and best practice from an engineering, environmental, and economic perspective. "	Environmental Sciences	Transdisciplinary	Co-create		TRUE	TRUE	Benchmarking in the water sector		
40	Aisha	6	Water-energy efficiency in offices (M-Sparc: Menai Science Park). 	43	49	Completed			39		Project	"Assessing the water-energy efficiency potential of office water use in a new-build science park on Anglesey, Wales. "	What are the energy savings and costs reduction potential of office buildings from water use efficiency? 	What		Auditing and benchmarking of water-related energy use in a new-build office building.	Case Study	"Site visits, interviews, audit, desk study."	TRUE	TRUE	Field work	Auditing and benchmarking of water-related energy use in a new-build multi-purpose office building. 	Act (Change)	"Office management, water companies, built-environment researchers, water companies."	TRUE	TRUE	TRUE		TRUE	TRUE	This activity contributed to NFS as well as to knowledge gathering and dissemination.	FALSE	TRUE	TRUE	"This work fits into auditing, benchmarking, and policy and best practice from an engineering, environmental, and economic perspective. "	Environmental Sciences	Interdisciplinary	Share advice		TRUE	TRUE	Benchmarking in the water sector		
41	Aisha	6	Water-energy efficiency of Gibney's pub in Dublin	55	78	In Progress	"2,4,8"		"39, 40"		Project	Assessing and quantifying the water-energy efficiency of a historic pub/ restaurant in Dublin. Case study for heat recovery potential of commercial pub kitchen. 	What are the energy savings and costs reduction potential of pubs/ historic building from water-energy efficiency? 	What		Auditing and benchmarking of water-related energy use in a traditional and historical pub.	Case Study	"Site visit, interview, audit, desk study."	TRUE	TRUE	Field work	Auditing and benchmarking of water-related energy use in a pub. 	Act (Change)	"Pub operators, pub landlords, built-environment researchers, water companies."	TRUE	TRUE	TRUE		TRUE	TRUE	This activity contributed to NFS as well as to knowledge gathering and dissemination.	FALSE	TRUE	TRUE	"This work fits into auditing, benchmarking, and policy and best practice from an engineering, environmental, and economic perspective. "	Environmental Sciences	Interdisciplinary	Share advice		TRUE	TRUE	Benchmarking in the water sector		
42	Roberta 	8	NFGWS Primary School Workshops	67	78	In Progress			"25, 35, 28"		Event	"The workshop, based on the content and activities developed for BGWS, has been adapted to be used by other GWSs in collaboration with NFGWS"	How	How		Case study	Case Study		TRUE	FALSE	Intervention	Feedback to improve and to assess impact	Check	"Schools, teachers, community, GWS managers"	TRUE	FALSE	TRUE		TRUE	TRUE	It contributes to communication and outreach objectives; also it helps grow the cluster.	FALSE 	FALSE 	TRUE	Science outreach - demonstrating and informing	Management	Transdisciplinary	Co-create	The workshop was co-created and co-delivered with the managers of  GWS and NFGWS	FALSE	TRUE	"Education, Outreach and Engagement"	Cross-border additionality	It contributes to the growth and maintenance of the cluster; to incresing visibility of the demonstration sites and support uptake of the innovation technologies
43	"Ajeet, Madhu"	2	Drain Water Heat Recovery Webinar	55	55	Completed		8	"30,6,14,20,35,47"		Event	1-hour long webinar to present the concept and applications of DWHR 	How to reach out to the SSC and general public to share our results?	How		Synthesis of previous research in WP2	Case Study	Desk Study	TRUE		Intervention	Feedback to improve and to assess impact	Check	"Restaurants, industries, commercial establishments, water and energy operators"	TRUE	TRUE	TRUE	Dissemination of research	TRUE	TRUE	It contributes to communication and outreach objectives; also it helps grow the cluster.	FALSE 	FALSE 	TRUE	Science outreach - demonstrating and informing	Engineering	Transdisciplinary	Share advice	Collaborative outreach and communication of research to the public	FALSE	TRUE	"Education, Outreach and Engagement"	Cross-border additionality	It contributes to the growth and maintenance of the cluster; to increasing visibility of the demonstration sites and support uptake of the innovation technologies
44	Ajeet	2	Grease Trap Heat recovery device development	61	78	In Progress			49		Technology	"Development of thermal recovery unit for enhanced heat recaptre from the kitchens wastewater. Furthermore, analyse the impact of heat recovery on grease trap removal efficiency. In near future, new heat exchanger material design in our portfolio to explore with an objective to develop cost-effective and thermally competent system design."	What is the impact of heat recovery in reducing electricity bills and carbon footprint. The economic feasibility could be a important question to mark and justify.	What		Research  comprises of experimental and computational approach.	Testing	 The data derived from the experiments would act as input parameters to CFD (comptational fluid dynamics) analysis. The CFD tool competent in exploring various new designs to investigate and improvement in design could bring gradually based on the series of assessment. 	TRUE	TRUE	Experiment in lab	The data obtained from experiments and numerical simulations are transformed into plots and tables to predict the overall thermal performance of the device.	Check	Commercial kitchen owners and manufacturers	FALSE	FALSE	TRUE		TRUE		Contributes to developing of energy saving technological solutions	TRUE	FALSE 	FALSE 	This fits in an engineering disciplinary perspective	Engineering	Single Discipline	None	It is planned to work with stakeholders to test/develop/commercialise the device	TRUE	TRUE	Drain water heat recovery	Result-based approach	
45	Jan	2	Design and Implementation of ABP Food demonstration site	21	78	In Progress			"12,46"		Installation/Demo site	"This project concerns the design, planning and installation of the DWHR system at ABP in Tipperary, Ireland"	How to design a DWHR system in an industrial setting	How			Case Study		TRUE	TRUE	Field work		Do							TRUE		TRUE	FALSE 	FALSE 	This fits in an engineering disciplinary perspective	Engineering	Transdisciplinary	Share advice	Work has been carried out with support and input from staff at ABP		TRUE	Drain water heat recovery	Result-based approach	
46	Madhu	2	ABP Food monitoring	41	78	In Progress			"45, 13,"		Installation/Demo site	Data recorded at ABP is monitored to assess how much heat is recovered from the system installed in meat factory	How is the system peforming over time? What are the practical issues encountered?	How	What	"Data collection, analysis and synthesis"	Monitoring	Temperature and flow data procured with sensors	TRUE	TRUE	Field work	Data used to assess impact of continued heat recovery on heat exchanger effectiveness	Check	"Industries, water operators"	TRUE	TRUE	TRUE	Assist in determining the scope for DWHR in industries	TRUE	TRUE	Reduces waste heat from industries and carbon emissions from industrial heating	TRUE	FALSE 	FALSE 	This fits in an engineering disciplinary perspective	Engineering	Transdisciplinary	Consult	Work has been carried out with support and input from staff at ABP		TRUE	Drain water heat recovery	Result-based approach	It contributes to the growth and maintenance of the cluster; to increasing visibility of the demonstration sites and support uptake of the innovation technologies
47	Nathan	5	Benchmarking Webinar	56	56	Completed	4	8	"30,6,14,20,35,43"		Event	1- hour long webinar to present to the general public and SSC memmebrs the output of the benchmarking work	How to reach out to the SSC and general public to share our results?	How			Case Study		TRUE	FALSE	Intervention	"The feedback was used to asses impact, check numbers of new cluster members"	Check								It contributes to communication and outreach objectives; also it helps grow the cluster.	FALSE 	FALSE 	TRUE	Science outreach - demonstrating and informing	Management	Interdisciplinary	Consult	Collaborative outreach and communication of research to the public	FALSE	TRUE	"Education, Outreach and Engagement"	Cross-border additionality	It contributes to the growth and maintenance of the cluster; to incresing visibility of the demonstration sites and support uptake of the innovation technologies
48	Madhu	2	Bangor University Student Accommodation monitoring	65	78	In Progress	6				Project	The student accommodation has been monitored using tiny tags to assess the heat recovery potential	What is the heat recovery potential in the student accommodation in Bangor University?	What		Thermal monitoring using a tiny tag 	Monitoring	"Temperature data from monitoring, flow data from recorded water usage"	TRUE	TRUE	Field work	Data used to assess potential for heat recovery at St Marys	Check	Student and other group accommodation providers	FALSE	TRUE	TRUE		TRUE	TRUE	Increases opportunities for low carbon heating from DWHR	TRUE	FALSE 	FALSE 	This fits in an engineering disciplinary perspective	Engineering	Transdisciplinary	Share advice	Work has been carried out with support and input from staff at St Marys			Drain water heat recovery	Result-based approach	It contributes to the growth and maintenance of the cluster; to increasing visibility of the demonstration sites and support uptake of the innovation technologies
49	Ajeet	2	Monitoring of the Rediscovery Centre grease trap and feasibility report for DWHR	64	64	Completed		8	44		Project	The grease trap has been nmonitored for three weeks in December 2021 to evaluate the temperature of the drainwater leaving the kitchen of the on-site caf� to assess the heat recovery potential	What is the heat recovery potential of a small commercial kitchen?	What		Thermal monitoring using a tiny tag for three weeks	Monitoring	Temperature of the wastewater in the gresetrap was monitored for three weeks; water flow was estimated based on the number of customers per day. Feasibility study was carried out and environmental and costs savings were estimated in case a thermal recovery unit was deployed in the grease trap	TRUE	TRUE	Field work	The data was used in the feasibility study	Check	"Commercial kitchen users in catering, hospitality, etc."	FALSE	TRUE	TRUE		TRUE			TRUE	FALSE 	FALSE 	This fits in an engineering disciplinary perspective	Engineering	Transdisciplinary	Consult	Collaborative output with the Rediscovery Centre	TRUE	FALSE	Drain water heat recovery	Result-based approach	
50	Isabel	4	Webinar: Don't flush money down the kitchen drain! How to recover heat from drain water in commercial kitchens and save costs and emissions. Heat Recovery Tool Webinar- 2	68	68	Completed	2	8	"14,6,20,43,47,30,35,37"		Event	A 1 hour long webinar targeted to the hospitality sector to present DWHR from commercial kitchens in theory and practice by illustrating the demo site at Penrhyn Castle.Also the Heat recovery Tool was presented and participants were given the time to explore the tool and test the feasibility of applying the system in their kitchens using their data.	How can interest for drain water heat recovery amongst commercial kitchen owners be spurred? How can drain water heat recovery up-take be facilitated?	How		Power point presentation and guided tour through the tool and testing	Case Study	Feedback pre-post event and about the tool	TRUE	FALSE	Intervention	The data was used to assess how user-friendly the toolkit is and overall how it was received by the participants. 	Check	"Commercial kitchen users in catering, hospitality, etc."	FALSE	TRUE	TRUE	Practice: facilitating the application of drain water heat recovery in kitchens	FALSE	TRUE	This event contributes to dŵr Uisce's work of dissemination and collaboration. 	FALSE 	FALSE 	TRUE	Science outreach - demonstrating and informing	Management	Interdisciplinary	Consult	Collaborative outreach and communication of research to the public	TRUE	FALSE	"Education, Outreach and Engagement"	Cross-border additionality	It contributes to the growth and maintenance of the cluster; to incresing visibility of the demonstration sites and support uptake of the innovation technologies
